ProjID,Delivery Date,Lease_Up_Time,MarketCode,StateName,CountyCode,CountyName,TractCode,BlockGroupCode,Latitude,Longitude,ETAKInd,True Owner,ManagementCompany,Submarket,Name,Address,City,Zip,Phone,YearBuilt,Rehab1,Rehab2,Rehab3,Quantity,AreaPerUnit,Level,Neighborhood,Status,Initial_Property_Grade_A,Initial_Property_Grade_A+,Initial_Property_Grade_A-,Initial_Property_Grade_B,Initial_Property_Grade_B+,Initial_Property_Grade_B-,Initial_Property_Grade_C,Initial_Property_Grade_C+,Initial_Property_Grade_C-,Initial_Property_Grade_D,"MarketName_Akron, OH","MarketName_Austin-Round Rock, TX",StateCode_OH,StateCode_TX,Average_Rent_During_LeaseUp,YearBuilt_vs_Overall,AreaPerUnit_vs_Overall,Quantity_vs_Overall,Individual_Competitive_Score,Average_Concession_During_LeaseUp,Effective_Age,First Status_LU,First Status_UC/LU,State_OH,State_TX
10255043,Apr-19,4,12420,Texas,491,Williamson,20312.0,2.0,30.57164,-97.87028,,NE Property Management,NE Property Management,Cedar Park,22 North Apartments,149 S Bagdad Rd,Leander,78641,5129868727,2018,,,,240,1098,3,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1201.8,3.73577235772359,0.2119422807710254,-0.16156609909538888,1.8991556432740249,0.0824252179356116,7,1,0,0,1
19148,Apr-08,12,12420,Texas,453,Travis,1912.0,1.0,30.33318,-97.80856,,JP Morgan,Greystar,Southwest Austin,3500 Westlake,3500 N Capital of Texas Hwy,Austin,78746,5123274111,2008,,,,175,1155,3,,S,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1455.923076923077,-6.26422764227641,0.27485731720449413,-0.38864194725705437,-3.1273850154282674,0.14353547686881007,17,1,0,0,1
48136,Apr-16,15,12420,Texas,453,Travis,1305.0,1.0,30.25967,-97.74876,,Alliance Residential Company,Berkshire Communities,South Austin,422 At The Lake,422 W Riverside Dr,Austin,78704,5124809000,2016,,,,207,816,6,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1140.3846153846155,1.7357723577235902,-0.09932158368929256,-0.27685076046977297,0.7827195516610528,0.0,9,0,1,0,1
53901,Aug-15,13,12420,Texas,453,Travis,902.0,2.0,30.26169,-97.71999,,GF Properties Group LLC,Greystar,East Austin,7East,2025 E 7th St,Austin,78702,5124762025,2016,,,,186,750,5,,S,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1741.2142857142858,1.7357723577235902,-0.172170573243835,-0.3502137267989264,0.7461922615288593,0.06213799072936912,9,0,1,0,1
37301,Aug-13,13,12420,Texas,491,Williamson,20508.0,1.0,30.48168,-97.76888,,TA Associates Realty,Alliance Residential Company,Cedar Park,95 Twenty,9520 Spectrum Dr,Austin,78717,5125244663,2014,,,,334,924,3,,S,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1089.4285714285713,-0.2642276422764098,0.019885853763595307,0.16682051209225035,-0.09278396259067624,0.031090911990614308,11,0,1,0,1
27065,Mar-09,8,12420,Texas,453,Travis,2402.0,4.0,30.20069,-97.76973,,FrontRange Capital Partners,Alliance Residential Company,Far South Austin,Agave at South Congress,625 E Stassney Ln,Austin,78745,5129120005,2009,,,,195,934,3,,S,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1077.2222222222222,-5.26422764227641,0.03092357945367752,-0.31877245551500344,-2.6865912384051023,0.04754887513508198,16,1,0,0,1
91008,Jan-19,7,12420,Texas,453,Travis,1839.0,1.0,30.39005,-97.64754,,Colgate McCallum Advisors Inc,Roscoe Property Management,North Central Austin,Altair Tech Ridge,12408 Dessau Rd,Austin,78753,5123097679,2019,,,,230,950,3,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1328.0,4.73577235772359,0.04858394055780901,-0.1965008449664144,2.343161192035855,0.05653045056401615,6,0,1,0,1
46261,Sep-16,20,12420,Texas,491,Williamson,20318.0,2.0,30.46782,-97.81115,,Altman Management Company Inc,Starlight Investments,Cedar Park,Altis Lakeline,12700 Ridgeline Blvd,Cedar Park,78613,8337097861,2017,,,,354,985,3,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1227.3333333333333,2.73577235772359,0.08721598047309675,0.2366900038343014,1.4413889737705843,0.11915201331754442,8,0,1,0,1
19410,Apr-08,19,12420,Texas,453,Travis,1200.0,2.0,30.26964,-97.75584,,AMLI Residential,AMLI Residential,Downtown/University,AMLI 300,300 N Lamar Blvd,Austin,78703,5124819300,2008,,,,154,973,5,,S,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1843.9,-6.26422764227641,0.07397070964499797,-0.4620049135862079,-3.2023235909619467,0.08241428542070986,17,1,0,0,1
34139,Apr-10,5,12420,Texas,453,Travis,206.0,3.0,30.32744,-97.74014,,AMLI Residential,AMLI Residential,Near North Austin,AMLI 5350,5350 Burnet Rd,Austin,78756,5124585350,2010,2021.0,,,175,832,4,,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1306.5,-4.26422764227641,-0.08166122258516095,-0.38864194725705437,-2.2343405773651637,0.07751992529405335,4,0,1,0,1
38303,Apr-15,9,12420,Texas,453,Travis,306.0,1.0,30.29688,-97.70389,,AMLI Residential,AMLI Residential,East Austin,AMLI at Mueller,1900 Simond Ave,Austin,78723,5128796744,2015,,,,280,819,5,,S,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1586.5,0.7357723577235902,-0.09601026598226792,-0.02182711561128703,0.3347176759448573,0.018839648822936872,10,0,1,0,1
60618,Nov-15,16,12420,Texas,453,Travis,1769.0,2.0,30.24973,-97.89627,,AMLI Residential,AMLI Residential,Southwest Austin,AMLI Covered Bridge,8715 W Hwy 71,Austin,78735,5124903003,2016,,,,360,981,4,,S,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1409.9411764705883,1.7357723577235902,0.08280089019706383,0.2576508513569167,0.9442566161922975,0.0594557491540537,9,0,1,0,1
18255,Apr-08,16,12420,Texas,453,Travis,901.0,2.0,30.26857,-97.73157,,AMLI Residential,AMLI Residential,East Austin,AMLI Eastside,1000 San Marcos St,Austin,78702,5124768700,2007,,,,290,956,4,,S,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1394.8823529411766,-7.26422764227641,0.055206575971858296,0.013107630259738379,-3.6129303222947,0.13145557102043814,18,1,0,0,1
19035,Apr-08,5,12420,Texas,453,Travis,1100.0,1.0,30.26618,-97.74808,,AMLI Residential,AMLI Residential,Downtown/University,AMLI on 2ND,421 W 3rd St,Austin,78701,5124720421,2008,2022.0,,,231,898,18,,R,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2178.0,-6.26422764227641,-0.00881223303061851,-0.19300737037931182,-3.1733589651232528,0.05362943702739259,3,1,0,0,1
64806,Oct-17,11,12420,Texas,453,Travis,306.0,1.0,30.30238,-97.70204,,AMLI Residential,AMLI Residential,East Austin,AMLI on Aldrich,2401 Aldrich St,Austin,78723,8552077512,2018,,,,318,1006,4,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2052.5833333333335,3.73577235772359,0.11039520442226936,0.11092491869860965,1.9231897239281979,0.03483194546783139,7,0,1,0,1
34038,Apr-10,19,12420,Texas,453,Travis,2304.0,2.0,30.24522,-97.73019,,AMLI Residential,AMLI Residential,Riverside,AMLI South Shore,1620 E Riverside Dr,Austin,78741,5124471620,2010,2020.0,,,375,887,6,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1375.3,-4.26422764227641,-0.0209537312897089,0.3100529701634549,-2.0763893464924266,0.004163649529326575,5,0,1,0,1
53644,Jun-15,8,12420,Texas,491,Williamson,21504.0,3.0,30.58013,-97.68139,,F&B Capital,Roscoe Property Management,Round Rock/Georgetown,Anatole at Westinghouse,600 Westinghouse Rd,Georgetown,78626,5126885025,2015,,,,250,879,3,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1065.0,0.7357723577235902,-0.029783911841774646,-0.12663135322436347,0.33362473466439,0.021340547039374824,10,1,0,0,1
53307,Jan-17,17,12420,Texas,491,Williamson,21507.0,1.0,30.56036,-97.67675,,The Carroll Companies,RE Carroll Management,Round Rock/Georgetown,Arrington Ridge,599 University Blvd,Round Rock,78665,5123886080,2017,,,,312,977,3,,S,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1085.111111111111,2.73577235772359,0.0783857999210309,0.08996407117599436,1.4093947330733032,0.07203972591948249,8,0,1,0,1
44494,Dec-14,22,12420,Texas,453,Travis,1753.0,1.0,30.39232,-97.73824,,B&M Management,B&M Management,Arboretum,Ascent Arboretum,10011 Stonelake Blvd,Austin,78759,5123431600,2015,,,,330,809,4,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1404.3478260869565,0.7357723577235902,-0.10704799167235002,0.15284661374384023,0.3663411041088581,0.08093721007902112,10,0,1,0,1
26436,Sep-09,13,12420,Texas,453,Travis,1100.0,1.0,30.26413,-97.74536,,MetLife Real Estate Investments,Greystar,Downtown/University,Ashton Austin,101 Colorado St,Austin,78701,5122360872,2009,,,,259,1320,36,,S,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2810.214285714286,-5.26422764227641,0.4569797910908504,-0.09519008194044054,-2.514057900199038,0.05935643399073234,16,1,0,0,1
57105,Aug-15,10,12420,Texas,453,Travis,1864.0,1.0,30.44094,-97.69525,,Strata Equity Group,Pinnacle,Pflugerville/Wells Branch,Aura 33Hundred,3300 Wells Branch Pkwy,Austin,78728,5122443300,2015,,,,348,880,3,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1181.6363636363637,0.7357723577235902,-0.02868013927276647,0.2157291563116861,0.4024279683423024,0.05386096273831434,10,0,1,0,1
19145,Apr-08,16,12420,Texas,453,Travis,1862.0,2.0,30.44821,-97.63049,,MIG Real Estate,Alliance Residential Company,Pflugerville/Wells Branch,Autumn Ranch on Swenson Farms,413 Swenson Farms Blvd,Pflugerville,78660,8332921840,2008,2019.0,,,336,1041,3,,S,0,0,0,0,1,0,0,0,0,0,0,1,0,1,839.3529411764706,-6.26422764227641,0.14902724433755687,0.17380746126645552,-3.0526441555836468,0.11222437633626348,6,1,0,0,1
19373,Apr-08,25,12420,Texas,453,Travis,1784.0,1.0,30.30943,-97.93741,,Christopher Investment Company,Christopher Investment Company,Southwest Austin,Avanti Hills at the Galleria,12601 Bee Cave Pkwy,Bee Cave,78738,5122632500,2008,,,,309,949,3,,S,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1108.0384615384614,-6.26422764227641,0.04748016798880084,0.07948364741468672,-3.1019730412586273,0.2292858805455693,17,0,1,0,1
52711,Oct-15,19,12420,Texas,453,Travis,2304.0,1.0,30.24223,-97.72257,,Oracle Corporation,Greystar,Riverside,Azul Lakeshore,1201 Lady Bird Ln,Austin,78741,8553742953,2016,,,,295,776,5,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1568.1,1.7357723577235902,-0.1434724864496213,0.030575003195251194,0.8309594335659589,0.045666541687743555,9,0,1,0,1
58032,Jul-17,13,12420,Texas,491,Williamson,21507.0,1.0,30.55928,-97.67495,,FSC Realty,Westwood Residential,Round Rock/Georgetown,Bartz Ranch,1100 Hidden Valley Dr,Round Rock,78665,5123887000,2018,,,,296,1042,3,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1257.2142857142858,3.73577235772359,0.15013101690656527,0.03406847778235367,1.9197391794902354,0.08453369393344823,7,0,1,0,1
52209,Mar-14,24,12420,Texas,453,Travis,1714.0,1.0,30.40011,-97.85056,,Bell Partners Inc,Bell Partners Inc,Far West Austin,Bell at Four Points,11210 FM 2222,Austin,78730,5123365500,2014,,,,344,1016,3,,S,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1292.76,-0.2642276422764098,0.12143293011235157,0.20175525796327598,-0.05533289051184424,0.05788757197943726,11,0,1,0,1
19962,Mar-09,9,12420,Texas,491,Williamson,21504.0,2.0,30.57232,-97.65408,,Bell Partners Inc,Bell Partners Inc,Round Rock/Georgetown,Bell at Teravista,1700 University Blvd,Round Rock,78665,5123105856,2009,,,,318,920,3,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,765.3,-5.26422764227641,0.015470763487562378,0.11092491869860965,-2.6052876083522145,0.1747913180771981,16,1,0,0,1
35687,Feb-12,8,12420,Texas,453,Travis,1740.0,2.0,30.18381,-97.85409,,Bell Partners Inc,Bell Partners Inc,Southwest Austin,Bell Austin Southwest,3621 W Slaughter Ln,Austin,78749,5122924200,2012,,,,272,908,3,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1205.5555555555557,-2.26422764227641,0.0022254926594638125,-0.04977491230810738,-1.1414011558019872,0.0,13,0,1,0,1
26420,Dec-09,5,12420,Texas,453,Travis,1908.0,2.0,30.24942,-97.89221,,Bell Partners Inc,Bell Partners Inc,Southwest Austin,Bell Hill Country,8600 W Highway 71,Austin,78735,5123949209,2009,2016.0,,,276,968,3,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,948.6666666666666,-5.26422764227641,0.06845184679995686,-0.03580101395969726,-2.6187384698901575,0.10691271236086715,9,1,0,0,1
43125,Sep-10,5,12420,Texas,453,Travis,1737.0,3.0,30.2306,-97.87917,,Bell Partners Inc,Bell Partners Inc,Southwest Austin,Bell Quarry Hill,7000 Convict Hill Rd,Austin,78749,5122887900,2010,,,,148,872,3,,S,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1138.0,-4.26422764227641,-0.03751031982483222,-0.48296576110882317,-2.239960069307419,0.0,15,0,1,0,1
37407,Dec-14,31,12420,Texas,453,Travis,2005.0,1.0,30.24318,-97.78119,,Bell Partners Inc,Bell Partners Inc,South Austin,Bell South Lamar,2717 S Lamar Blvd,Austin,78704,5124424356,2016,,,,357,865,6,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1647.71875,1.7357723577235902,-0.04523672780788979,0.24717042759560903,0.9037492460385499,0.06095287496626478,9,0,1,0,1
86202,Jan-18,12,12420,Texas,453,Travis,2407.0,1.0,30.15082,-97.79588,,Bell Partners Inc,Bell Partners Inc,Far South Austin,Bell Southpark,10600 Brezza Lane,Austin,78748,5125488226,2018,,,,330,870,3,,S,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1328.8461538461538,3.73577235772359,-0.03971786496284868,0.15284661374384023,1.8865401421217085,0.0342624495701318,7,0,1,0,1
38381,Mar-15,14,12420,Texas,453,Travis,1760.0,1.0,30.38325,-97.87365,,Bell Partners Inc,Bell Partners Inc,Far West Austin,Bell Steiner Ranch,4800 Steiner Ranch Blvd,Austin,78732,5122664533,2016,,,,302,1079,4,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1415.6,1.7357723577235902,0.19097060195986937,0.05502932530496896,0.9361832245107496,0.062378237771113496,9,0,1,0,1
45569,Jul-15,12,12420,Texas,209,Hays,10805.0,4.0,30.19941,-97.98164,,GSSW Real Estate Investments,TriVest McNeil Real Estate,Southwest Austin,Belterra Springs,761 Trinity Hills Dr,Austin,78737,5122881700,2016,,,,152,950,2,,S,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1318.3076923076924,1.7357723577235902,0.04858394055780901,-0.46899186276041294,0.7886629884770552,0.004511230121021169,9,0,1,0,1
50902,Aug-16,12,12420,Texas,453,Travis,1773.0,1.0,30.32049,-98.00526,,Berkshire Residential Investments,Berkshire Communities,Southwest Austin,Berkshire Lakeway,5313 Serene Hills Dr,Lakeway,78738,5126927125,2017,,,,350,1073,3,,S,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1504.4615384615386,2.73577235772359,0.18434796654582009,0.22271610548589127,1.4677337899227194,0.04171754233029689,8,0,1,0,1
45127,Dec-15,13,12420,Texas,453,Travis,2429.0,1.0,30.1748,-97.77621,,Sherman Residential,Weinstein Properties,Southeast Austin,Bexley 3Five,8001 S IH 35 Frontage Rd,Austin,78744,8333469022,2016,,,,338,916,4,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1224.4285714285713,1.7357723577235902,0.011055673211529449,0.1807944104406607,0.907361762913386,0.0671899997569304,9,0,1,0,1
19170,Apr-08,13,12420,Texas,491,Williamson,20315.0,1.0,30.53235,-97.77883,,Weinstein Properties,Weinstein Properties,Cedar Park,Bexley at Silverado,12820 W Parmer Ln,Cedar Park,78613,5122600215,2007,,,,300,972,3,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,881.2142857142857,-7.26422764227641,0.07286693707598979,0.048042376130763786,-3.600645264789255,0.07183865339524106,18,1,0,0,1
47606,Sep-13,9,12420,Texas,453,Travis,1839.0,1.0,30.39573,-97.65152,,Weinstein Properties,Weinstein Properties,North Central Austin,Bexley at Tech Ridge,1200 E Parmer Ln,Austin,78753,5127199000,2014,,,,342,927,2,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1002.7,-0.2642276422764098,0.023197171470619837,0.1947683087890708,-0.0862010079392048,0.0,11,0,1,0,1
47574,Nov-14,15,12420,Texas,491,Williamson,20311.0,1.0,30.47222,-97.79246,,Weinstein Properties,Weinstein Properties,Cedar Park,Bexley at Whitestone,9826 N Lake Creek Pkwy,Austin,78717,5129824340,2015,,,,340,1047,3,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1228.6875,0.7357723577235902,0.15564987975160638,0.18778135961486564,0.4521374147102501,0.015995625018850476,10,0,1,0,1
42731,Aug-15,11,12420,Texas,491,Williamson,20318.0,2.0,30.47363,-97.80963,,Weinstein Properties,Weinstein Properties,Cedar Park,Bexley Lakeline,2801 S Lakeline Blvd,Cedar Park,78613,8446614634,2016,,,,344,888,3,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1207.25,1.7357723577235902,-0.019849958720700722,0.20175525796327598,0.9022822428382401,0.0,9,0,1,0,1
81450,Aug-17,24,12420,Texas,491,Williamson,20110.0,1.0,30.63169,-97.70229,,Weinstein Properties,Weinstein Properties,Round Rock/Georgetown,Bexley Wolf Ranch,2300 Wolf Ranch Parkway,Georgetown,78628,5126885620,2018,,,,332,927,3,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1286.32,3.73577235772359,0.023197171470619837,0.1598335629180454,1.9068120428865902,0.05765340448797804,7,0,1,0,1
82239,Aug-18,10,12420,Texas,453,Travis,1842.0,2.0,30.42239,-97.59489,,,NE Property Management,Pflugerville/Wells Branch,Biltmore at the Park,16021 Biltmore Ave,Pflugerville,78660,5129901700,2018,,,,254,838,3,,S,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1101.7272727272727,3.73577235772359,-0.07503858717111167,-0.11265745487595324,1.822843111735271,0.10434879569507265,7,0,1,0,1
45204,May-11,6,12420,Texas,209,Hays,10303.0,1.0,29.88236,-97.91048,,Meagher Family Trust,FPI Management,San Marcos,Blanco River Lodge,1650 River Rd,San Marcos,78666,5128056343,2011,,,,186,847,3,,S,0,0,0,0,1,0,0,0,0,0,0,1,0,1,922.1428571428571,-3.26422764227641,-0.06510463405003775,-0.3502137267989264,-1.7216879567130015,0.05986018616008674,14,0,1,0,1
52374,Jun-15,13,12420,Texas,491,Williamson,20411.0,1.0,30.46126,-97.75635,,Jackson Square Properties,Alliance Residential Company,Northwest Austin,Broadstone 8 One Hundred,8100 W Anderson Mill Rd,Austin,78729,8554227942,2016,,,,376,807,3,,S,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1162.0714285714287,1.7357723577235902,-0.10925553681036648,0.3135464447505574,0.8978188067687967,0.027737258450782492,9,0,1,0,1
26404,Sep-09,12,12420,Texas,453,Travis,1857.0,1.0,30.45709,-97.66329,,Jackson Square Properties,Alliance Residential Company,Pflugerville/Wells Branch,Broadstone Grand Avenue,1720 Grand Ave Pkwy,Pflugerville,78660,5122511682,2009,,,,280,833,3,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,876.6153846153846,-5.26422764227641,-0.08055745001615278,-0.02182711561128703,-2.660646479265308,0.07986950678930785,16,1,0,0,1
26391,Jul-09,2,12420,Texas,453,Travis,20504.0,4.0,30.46992,-97.69011,,Tricon Capital,Alliance Residential Company,Pflugerville/Wells Branch,Broadstone Travesia,3701 Quick Hill Rd,Austin,78728,5122489955,2009,,,,396,885,3,,S,0,0,1,0,0,0,0,0,0,0,0,1,0,1,892.0,-5.26422764227641,-0.023161276427725364,0.3834159364926084,-2.5623790167680007,0.00324271694797525,16,0,1,0,1
45066,May-14,9,12420,Texas,453,Travis,205.0,1.0,30.33005,-97.73925,,Intercontinental Real Estate,Greystar,Near North Austin,Burnet Flats,5453 Burnet Rd,Austin,78756,5122800332,2014,,,,185,790,5,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1370.9,-0.2642276422764098,-0.12801967048350626,-0.35370720138602896,-0.2412611625604626,0.04158489209694537,11,0,1,0,1
19776,Jun-08,11,12420,Texas,491,Williamson,20313.0,4.0,30.50444,-97.80258,,Camden Property Trust,Camden Property Trust,Cedar Park,Camden Brushy Creek,1101 Brushy Creek Rd,Cedar Park,78613,5122606969,2008,2017.0,,,272,883,2,,S,0,0,0,0,0,0,0,1,0,0,0,1,0,1,792.8333333333334,-6.26422764227641,-0.025368821565741828,-0.04977491230810738,-3.149679450069549,0.14990448238524776,8,1,0,0,1
19551,Apr-08,14,12420,Texas,453,Travis,1740.0,1.0,30.18964,-97.85643,,Camden Property Trust,Camden Property Trust,Southwest Austin,Camden Cedar Hills,4100 W Slaughter Ln,Austin,78749,5122825656,2008,,,,208,911,3,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1058.4666666666667,-6.26422764227641,0.005536810366488343,-0.2733572858826704,-3.185124235204792,0.046903536368646574,17,0,1,0,1
43357,Mar-15,2,12420,Texas,491,Williamson,20504.0,3.0,30.48195,-97.69309,,Camden Property Trust,Camden Property Trust,Round Rock/Georgetown,Camden La Frontera,1401 Hesters Crossing Rd,Round Rock,78681,5122555353,2015,,,,300,901,3,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1174.0,0.7357723577235902,-0.005500915323593869,0.048042376130763786,0.3758443794908697,0.00516744823192557,10,1,0,0,1
34951,Jul-14,11,12420,Texas,453,Travis,205.0,2.0,30.32251,-97.72898,,Camden Property Trust,Camden Property Trust,Near North Austin,Camden Lamar Heights,5400 N Lamar Blvd,Austin,78751,5124595400,2015,,,,314,838,5,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1442.75,0.7357723577235902,-0.07503858717111167,0.09695102035019953,0.3647648067805015,0.021832234194569825,10,0,1,0,1
49990,Jun-16,15,12420,Texas,453,Travis,1100.0,2.0,30.26011,-97.73756,,Camden Property Trust,Camden Property Trust,Downtown/University,Camden Rainey,91 Rainey St,Austin,78701,5128610298,2016,,,,326,873,8,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2098.125,1.7357723577235902,-0.03640654725582404,0.1388727153954301,0.8847387577641339,0.10004863834321182,9,0,1,0,1
37576,Nov-12,12,12420,Texas,453,Travis,1855.0,2.0,30.46754,-97.6042,,Centennial Holding Company LLC,First Communities,Pflugerville/Wells Branch,Century Stone Hill,1225 Town Center Dr,Pflugerville,78660,5122512450,2013,,,,370,953,4,,S,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1159.8461538461538,-1.2642276422764098,0.051895258264833544,0.2925855972279421,-0.5580281242131664,0.002362415491166577,12,0,1,0,1
71860,Feb-17,29,12420,Texas,453,Travis,20504.0,4.0,30.46722,-97.68702,,W3 Luxury Living,First Community Management,Pflugerville/Wells Branch,Century Travesia,4301 Grand Ave Pkwy,Austin,78728,5128567518,2017,,,,445,1015,4,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1431.3333333333333,2.73577235772359,0.12032915754334317,0.554596191260633,1.5149041643769248,0.018720223355555475,8,0,1,0,1
80662,Aug-13,31,12420,Texas,453,Travis,1784.0,1.0,30.32616,-97.95771,,BSR Trust LLC,BSR Trust LLC,Southwest Austin,Cielo,3499 Ranch Rd 620 S,Austin,78738,5124029339,2014,,,,554,997,3,,S,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1424.9375,-0.2642276422764098,0.10046125130119532,0.9353849212548107,0.08510153850311583,0.04004864218271079,11,0,1,0,1
20685,Mar-09,15,12420,Texas,491,Williamson,21507.0,1.0,30.54255,-97.67436,,Tricon Capital,Alliance Residential Company,Round Rock/Georgetown,City North at Sunrise Ranch,2800 Sunrise Rd,Round Rock,78665,5123100800,2009,,,,384,949,3,,S,0,0,0,0,0,0,0,1,0,0,0,1,0,1,767.0625,-5.26422764227641,0.04748016798880084,0.34149424144737783,-2.549570922452089,0.2697461902022731,16,1,0,0,1
41571,Sep-14,11,12420,Texas,453,Travis,1303.0,1.0,30.26478,-97.76213,,Kurt Simmons Co,Greystar,South Austin,Coldwater,1717 Toomey Rd,Austin,78704,5124800800,2015,,,,225,882,5,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2035.4166666666667,0.7357723577235902,-0.026472594134750005,-0.2139682179019271,0.3171507570409846,0.06576792578403735,10,0,1,0,1
26406,Sep-09,5,12420,Texas,453,Travis,1303.0,1.0,30.26286,-97.75856,,Phoenix Property Company,Lincoln Property Company,South Austin,Cole,300 S Lamar Blvd,Austin,78704,5124763003,2009,,,,119,1081,5,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1867.0,-5.26422764227641,0.19317814709788572,-0.5842765241347969,-2.6910156818357986,0.12192501767550616,16,1,0,0,1
18272,Oct-08,14,12420,Texas,491,Williamson,20704.0,1.0,30.5125,-97.65848,,Mid-America Apartment Communities ,Mid-America Apartment Communities ,Round Rock/Georgetown,Colonial Grand at Ashton Oaks,300 S A W Grimes Blvd,Round Rock,78664,5126718100,2009,,,,362,849,3,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,810.8,-5.26422764227641,-0.06289708891202128,0.26463780053112185,-2.5980553877055867,0.03849094425661805,16,0,1,0,1
